"TF" "Fisher_pvalue" "OR" "fdr" "padj"
"POU6F2" "POU6F2" 9.00026908079024e-15 651.704334041976 2.70008072423707e-14 "<0.1"
"PPARGC1A" "PPARGC1A" 0.0265277888918285 0.121353807551566 0.0265277888918285 "<0.1"
"ESRRG" "ESRRG" 0.0143362470661479 0.116052208638242 0.0215043705992218 "<0.1"
