"TF" "Fisher_pvalue" "OR" "fdr" "padj"
"JUND" "JUND" 5.69989893197311e-14 39.6142821582578 3.41993935918387e-13 "<0.1"
"CUX1" "CUX1" 0.107605503710215 3.06952025262395 0.129126604452258 "n.s."
"SREBF2" "SREBF2" 0.0047351934144387 Inf 0.00947038682887739 "<0.1"
"PPARGC1A" "PPARGC1A" 4.92175927053105e-05 0.0945720189255086 0.000147652778115932 "<0.1"
"POU6F2" "POU6F2" 0.17587208866255 3.09621554331792 0.17587208866255 "n.s."
"FOS" "FOS" 0.0700808625336927 Inf 0.105121293800539 "n.s."
