p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
CACNG7,3.43126108640521e-267,-1.94575806241638,0.451,0.614,1.1387326167453e-262,L2,CACNG7
RAB3B,5.30457592971922e-267,-19.9335873167693,0.027,0.14,1.76042961379592e-262,L2,RAB3B
NMT2,1.46679830134904e-266,-2.63207859181338,0.467,0.622,4.86786352268705e-262,L2,NMT2
KDM4C,4.95796275789844e-266,-22.6866420608996,0.96,0.97,1.64539910046375e-261,L2,KDM4C
CYTB,9.96099311775276e-266,-Inf,0.816,0.893,3.30575478598861e-261,L2,CYTB
CEP350,1.58602924805679e-265,-5.7380204210909,0.857,0.91,5.26355526552609e-261,L2,CEP350
BEGAIN,2.39331239091002e-265,0.867288231558556,0.492,0.311,7.94268583171307e-261,L2,BEGAIN
GMDS,4.41958741636759e-265,-79.9694393039366,0.941,0.94,1.46672847586991e-260,L2,GMDS
C8orf46,6.34680056785808e-265,6.74631465512827,0.714,0.556,2.10631270445506e-260,L2,C8orf46
GRM4,7.82081107126327e-265,-1.91476334947256,0.044,0.169,2.59549257022014e-260,L2,GRM4
REXO2,1.83898867412572e-264,-0.982209638308207,0.251,0.426,6.10305171282101e-260,L2,REXO2
GSG1L,1.85078857443124e-264,3.31635548101029,0.568,0.362,6.14221204196495e-260,L2,GSG1L
LOC105374437,2.27199590006319e-264,0.573832648243481,0.181,0.059,7.54007279353971e-260,L2,LOC105374437
CAMKK1,8.41358874012917e-264,0.587836692871702,0.781,0.611,2.79221769518667e-259,L2,CAMKK1
NDUFA4,1.48950398493074e-263,-3.8474435555669,0.593,0.729,4.94321687478963e-259,L2,NDUFA4
ACSL6,1.52053053609821e-263,-29.9321127975661,0.743,0.809,5.04618469014912e-259,L2,ACSL6
ACBD5,1.59562967301133e-263,-1.32273467896098,0.283,0.46,5.2954161958227e-259,L2,ACBD5
STMN2,1.86935953149668e-263,-48.541369162091,0.866,0.915,6.20384347717804e-259,L2,STMN2
CEP290,5.26826312492458e-263,-5.41807167335061,0.786,0.86,1.74837848326872e-258,L2,CEP290
SH3RF1,6.00311704844409e-263,-23.6093407745668,0.484,0.634,1.99225445486714e-258,L2,SH3RF1
EPRS,1.21461948944517e-262,-7.5903845623381,0.582,0.709,4.03095769962169e-258,L2,EPRS
PIP4K2A,1.68900384947736e-262,-13.8940042340229,0.624,0.73,5.60529707526051e-258,L2,PIP4K2A
ARHGAP29,1.77339063916363e-262,-2.86627653119514,0.062,0.195,5.88535151419235e-258,L2,ARHGAP29
PNPLA7,2.21588741060504e-262,-3.82900578559541,0.286,0.451,7.35386554957496e-258,L2,PNPLA7
KLHL4,2.62170676261838e-262,1.95358233830354,0.627,0.43,8.70065823310163e-258,L2,KLHL4
RBM6,2.96776994162146e-262,-14.9596172163499,0.963,0.973,9.84913810525913e-258,L2,RBM6
MARK3,2.98635286842293e-262,-6.03966707458284,0.932,0.954,9.91080926443518e-258,L2,MARK3
SEMA4F,1.21736252183724e-261,1.35009531105985,0.74,0.58,4.04006100122124e-257,L2,SEMA4F
HSPD1,2.09020780139518e-261,-11.0889163636496,0.456,0.617,6.93677263049019e-257,L2,HSPD1
CTGF,4.84589795853418e-261,-12.3635307952789,0.008,0.102,1.60820815549874e-256,L2,CTGF
LOC105379251,7.35847624099949e-261,-26.5891319325194,0.827,0.871,2.4420575101005e-256,L2,LOC105379251
HMGCS1,7.98815104093475e-261,-8.9540762991046,0.448,0.603,2.65102768595501e-256,L2,HMGCS1
DCAF6,9.03711055265517e-261,-4.46320197619684,0.968,0.919,2.99914587910967e-256,L2,DCAF6
VEGFB,2.18610073143728e-260,-0.769885395078277,0.082,0.224,7.25501249742092e-256,L2,VEGFB
IGSF8,4.62805995482976e-260,2.24780190368548,0.838,0.728,1.53591425720935e-255,L2,IGSF8
GNG12-AS1,4.99492349751079e-260,-2.39877301023829,0.032,0.148,1.65766526111891e-255,L2,GNG12-AS1
OPCML,8.82635380390158e-260,-355.768911810641,0.999,0.997,2.92920203690082e-255,L2,OPCML
SEMA3D,9.11790489650925e-260,-29.3834434670087,0.038,0.154,3.02595909800452e-255,L2,SEMA3D
ANKFN1,1.84273125835193e-259,6.36739908255993,0.254,0.43,6.11547222709254e-255,L2,ANKFN1
ITSN1,1.94963227371863e-259,-17.3402488129572,0.867,0.911,6.47024462679001e-255,L2,ITSN1
LOC101927756,3.24732774198207e-259,-3.37170858174922,0.341,0.506,1.07769065773159e-254,L2,LOC101927756
GPCPD1,4.2067902808008e-259,-21.5114719478849,0.396,0.558,1.39610749048936e-254,L2,GPCPD1
IFNAR2,7.77437959844203e-259,-5.08231800231699,0.555,0.691,2.58008335733496e-254,L2,IFNAR2
NEK7,8.80213121651477e-259,-3.53119240871997,0.192,0.36,2.92116328682476e-254,L2,NEK7
LOC105370359,3.06728685006266e-258,-1.26296642204987,0.53,0.33,1.0179404869303e-253,L2,LOC105370359
KHDRBS3,6.30421863142768e-258,-106.249195313796,0.987,0.944,2.0921810372119e-253,L2,KHDRBS3
TIMM23B,8.87480543713415e-258,-2.25760695871765,0.422,0.586,2.94528168042171e-253,L2,TIMM23B
LOC101927432,1.3106029356694e-257,1.09820709090949,0.35,0.186,4.34949796260603e-253,L2,LOC101927432
HERC3,2.13886972743529e-257,-10.8168528503679,0.745,0.833,7.09826696443951e-253,L2,HERC3
CLTCL1,2.95107249753564e-257,-2.19756917628845,0.032,0.148,9.79372429757154e-253,L2,CLTCL1
ARX,3.23795472384632e-257,-2.34125931410235,0.024,0.132,1.07458003420288e-252,L2,ARX
ZNF91,6.11938058210257e-257,-2.32276989601274,0.588,0.721,2.03083883378238e-252,L2,ZNF91
DDX24,1.11347453000987e-256,-3.37841903293075,0.67,0.784,3.69528792274374e-252,L2,DDX24
NDUFB8,1.46007672717975e-256,-3.41096734342641,0.742,0.825,4.84555663449144e-252,L2,NDUFB8
KIAA1551,1.48475777167336e-256,-1.81616926011263,0.373,0.541,4.92746561685239e-252,L2,KIAA1551
RNF152,2.36680297343437e-256,-10.0115554577294,0.064,0.196,7.85470902793665e-252,L2,RNF152
KSR1,3.47964653738306e-256,-2.50059160040913,0.392,0.558,1.15479029636132e-251,L2,KSR1
ROR1,4.03218321950301e-256,-18.2094904451248,0.064,0.192,1.33816064505646e-251,L2,ROR1
SORCS3,5.49215302882177e-256,26.4163596857745,0.832,0.829,1.82268082567508e-251,L2,SORCS3
PCP4L1,5.66971239718483e-256,-1.97749509969705,0.041,0.161,1.88160745325373e-251,L2,PCP4L1
LOC401478,1.0234454949951e-255,-17.8970829269451,0.157,0.315,3.39650856424025e-251,L2,LOC401478
LGI1,3.35104705561858e-255,-4.64620023061142,0.606,0.729,1.11211198634814e-250,L2,LGI1
P2RX7,4.69033467841736e-255,-8.20674453858395,0.755,0.585,1.55658136972637e-250,L2,P2RX7
LNPEP,7.62187708910649e-255,-4.8184208395728,0.586,0.709,2.52947234956177e-250,L2,LNPEP
LINC01106,1.00055927398563e-254,0.875631893351549,0.745,0.589,3.32055606257611e-250,L2,LINC01106
PRKCI,1.357770501909e-254,1.84797975376302,0.882,0.785,4.5060329646854e-250,L2,PRKCI
SH3BP5,2.02716451607892e-254,-5.28821580512553,0.554,0.681,6.72755087951111e-250,L2,SH3BP5
LOC105375930,2.24511411808617e-254,-5.91730889855442,0.014,0.113,7.45086022369257e-250,L2,LOC105375930
PCED1B,2.3664220527517e-254,-9.1328234840147,0.366,0.182,7.85344486646708e-250,L2,PCED1B
GSTA4,2.39376488547591e-254,-4.98649106220568,0.714,0.816,7.94418752542889e-250,L2,GSTA4
MYH9,2.7065752793259e-254,-0.441344144199983,0.711,0.524,8.98231137949885e-250,L2,MYH9
FAR2,4.0775391196803e-254,-27.6679440811816,0.835,0.863,1.3532129076483e-249,L2,FAR2
ATP13A2,6.81278868397499e-254,-9.77355390829462,0.623,0.741,2.26096018055078e-249,L2,ATP13A2
PREX2,9.49012012948311e-254,2.13509402403907,0.038,0.157,3.14948616737156e-249,L2,PREX2
OR14I1,9.77852831264933e-254,-2.6979801400611,0.558,0.357,3.24520019111893e-249,L2,OR14I1
MYO19,1.07578381788864e-253,-2.42262207166538,0.371,0.536,3.57020375642703e-249,L2,MYO19
LRRN3,1.24931089066116e-253,-5.34250572212688,0.67,0.763,4.14608805283718e-249,L2,LRRN3
LOC105378083,1.27161862094914e-253,-2.64309802225945,0.428,0.591,4.22012071734393e-249,L2,LOC105378083
GUCY1A3,1.3298023676348e-253,-9.13275061836473,0.523,0.65,4.4132151174696e-249,L2,GUCY1A3
RAB39A,1.39862754043365e-253,-0.867212543620138,0.047,0.171,4.64162521843714e-249,L2,RAB39A
CAPRIN2,1.64656715503288e-253,-12.0315694949979,0.743,0.809,5.46446241740762e-249,L2,CAPRIN2
RALGAPA2,2.47118969420422e-253,-16.3340699095635,0.774,0.846,8.20113723815556e-249,L2,RALGAPA2
NEFL,4.43817701654434e-253,-15.8020676854851,0.558,0.681,1.47289780648057e-248,L2,NEFL
PDE7A,5.04070298066841e-253,-5.36241230909077,0.834,0.884,1.67285809819442e-248,L2,PDE7A
WDR70,5.28483880801564e-253,-26.1032314448737,0.944,0.958,1.75387945521615e-248,L2,WDR70
RGS20,6.56966761730124e-253,2.83222279462425,0.136,0.035,2.18027559215376e-248,L2,RGS20
POLA1,7.77658897231606e-253,-6.72035157795557,0.497,0.653,2.58081658224253e-248,L2,POLA1
RNR2,8.78455491321111e-253,-Inf,0.908,0.958,2.91533023904737e-248,L2,RNR2
SEZ6L2,1.41714707778073e-252,-2.35662204282025,0.401,0.567,4.70308600703092e-248,L2,SEZ6L2
KLHL13,1.64522025983019e-252,1.44482082025688,0.086,0.226,5.45999247629846e-248,L2,KLHL13
LOC105370450,2.45806412314474e-252,-0.326497989734205,0.01,0.105,8.15757740548045e-248,L2,LOC105370450
PDE9A,3.15320001382782e-252,-4.65626338965398,0.03,0.14,1.04645248858904e-247,L2,PDE9A
BATF3,3.81754769753051e-252,0.360159916255983,0.206,0.078,1.26692955437945e-247,L2,BATF3
LOC105373471,4.25375872636375e-252,-0.692779006640938,0.009,0.102,1.41169490851834e-247,L2,LOC105373471
TPBG,4.29077708427847e-252,-3.82377845329027,0.439,0.236,1.4239801909595e-247,L2,TPBG
TUBA1A,6.28056993370935e-252,-16.5416762494457,0.678,0.773,2.08433274390012e-247,L2,TUBA1A
FAP,1.36480902273017e-251,-51.5058885652264,0.098,0.239,4.52939170373463e-247,L2,FAP
LOC105369695,2.69959730867683e-251,-1.00173242065948,0.146,0.305,8.95915358830578e-247,L2,LOC105369695
ACAT2,9.47129167913252e-251,-1.89110221590278,0.155,0.313,3.14323756955371e-246,L2,ACAT2
FAM196A,1.44923275951701e-250,-11.1313904827147,0.031,0.143,4.8095687590091e-246,L2,FAM196A
ABAT,1.6440797785055e-250,-7.04198107075228,0.567,0.709,5.4562075609262e-246,L2,ABAT
TRDMT1,2.72091615129315e-250,-7.78375395194858,0.266,0.436,9.02990443129657e-246,L2,TRDMT1
EGR3,4.2657682239114e-250,3.45260007646166,0.392,0.224,1.41568050046948e-245,L2,EGR3
PHTF1,4.63293117801743e-250,-14.7496440751316,0.829,0.882,1.53753087004865e-245,L2,PHTF1
LOC101927389,5.49375643211905e-250,-8.93769404331487,0.021,0.125,1.82321294712735e-245,L2,LOC101927389
RTN3,7.11082577226043e-250,-76.9433505724566,0.991,0.993,2.35986974904007e-245,L2,RTN3
GABRG1,1.19842957126297e-249,16.6658723280175,0.037,0.155,3.97722821815043e-245,L2,GABRG1
DPY19L2,2.0771009148703e-249,-16.805833758865,0.877,0.915,6.89327480618006e-245,L2,DPY19L2
OR3A1,2.23355175085481e-249,-3.45564840930873,0.043,0.161,7.41248819556186e-245,L2,OR3A1
MARK1,4.10207283733348e-249,-20.3014983242922,0.914,0.947,1.36135491252586e-244,L2,MARK1
TCTEX1D1,5.6684218441688e-249,-2.66945187026722,0.156,0.314,1.8811791574243e-244,L2,TCTEX1D1
TNC,5.82654767133833e-249,-66.8948233981741,0.013,0.109,1.93365637568705e-244,L2,TNC
LOC105378763,1.10308612471499e-248,-10.8856598957123,0.246,0.403,3.66081192209162e-244,L2,LOC105378763
SLC22A23,1.11537635843865e-248,-6.58719720985664,0.67,0.772,3.70159952075034e-244,L2,SLC22A23
DCLK2,1.24785856535334e-248,9.8920414590747,0.977,0.928,4.14126822083814e-244,L2,DCLK2
UBXN4,1.58800071021892e-248,-8.84078294170013,0.802,0.864,5.27009795700353e-244,L2,UBXN4
NTM,2.15019505551502e-248,-211.374608889323,0.989,0.965,7.13585233073769e-244,L2,NTM
MAP2,2.25311701676973e-248,-61.5256490618635,0.997,0.998,7.47741944355369e-244,L2,MAP2
FGF1,2.64096765137978e-248,-1.28174447603244,0.132,0.286,8.76457934463406e-244,L2,FGF1
TMEM65,3.09959634931417e-248,-12.7642416742734,0.853,0.739,1.0286630404469e-243,L2,TMEM65
ZNF83,1.04033895599393e-247,-7.46187548582915,0.343,0.504,3.45257289325706e-243,L2,ZNF83
LOC105373813,2.23894000850402e-247,-2.14363747296868,0.145,0.297,7.43037020622229e-243,L2,LOC105373813
CIT,2.74333394075941e-247,-7.68211674469981,0.962,0.866,9.10430234919824e-243,L2,CIT
PTCH1,1.1759476089314e-246,0.984188059104936,0.439,0.269,3.90261732976065e-242,L2,PTCH1
LOC105374418,1.7944369626267e-246,-0.517164324590452,0.024,0.129,5.95519794786924e-242,L2,LOC105374418
ARFGEF1,2.0780630403219e-246,-10.2041310613722,0.896,0.928,6.89646781191629e-242,L2,ARFGEF1
MUM1L1,2.52595357183057e-246,-11.9780153156212,0.074,0.206,8.38288211883412e-242,L2,MUM1L1
LOC105373611,3.32358686580854e-246,2.78021691454474,0.124,0.03,1.10299877315588e-241,L2,LOC105373611
SPIRE1,4.2208715353817e-246,-12.7995015633541,0.936,0.954,1.40078063644712e-241,L2,SPIRE1
PLD1,4.70995598820381e-246,-4.89094474298646,0.053,0.177,1.5630930938052e-241,L2,PLD1
ATP10D,5.4073651163794e-246,-9.61774514385625,0.321,0.491,1.79454226117283e-241,L2,ATP10D
OSBPL5,6.36634681852158e-246,1.56783355028243,0.556,0.391,2.11279951866276e-241,L2,OSBPL5
MTA3,2.06472893210751e-245,3.07558973366705,0.945,0.885,6.8522159069852e-241,L2,MTA3
HTR3B,2.09037182351682e-245,0.478428062401618,0.177,0.061,6.93731697070527e-241,L2,HTR3B
LOC105377180,3.0145488131261e-245,-33.1299465992927,0.019,0.12,1.00043831461216e-240,L2,LOC105377180
ATP1B2,3.22504145184213e-245,-1.09750487392772,0.034,0.146,1.07029450662285e-240,L2,ATP1B2
SOX8,6.58362992605569e-245,0.339831907804643,0.201,0.075,2.1849092635601e-240,L2,SOX8
ZCCHC7,7.2738411962437e-245,-11.0328782463154,0.957,0.97,2.4139696777974e-240,L2,ZCCHC7
LDHB,1.34707467807755e-244,-0.910473059707972,0.519,0.659,4.47053673413595e-240,L2,LDHB
GRAMD3,1.53220981767873e-244,-5.36895698113964,0.053,0.176,5.08494472193041e-240,L2,GRAMD3
NUBPL,2.83187260393423e-244,-10.0302171723911,0.535,0.687,9.39813561067653e-240,L2,NUBPL
SH2D1B,4.16067279232617e-244,-0.834823097019886,0.014,0.109,1.38080247958929e-239,L2,SH2D1B
ANKIB1,4.25166954942297e-244,-14.9456840068938,0.948,0.963,1.411001573367e-239,L2,ANKIB1
NWD2,4.74042815384863e-244,-19.68712710023,0.771,0.549,1.57320589141775e-239,L2,NWD2
USP40,8.25147624409929e-244,-3.12338734546336,0.382,0.543,2.73841742112923e-239,L2,USP40
EML2,1.84571519042662e-243,-4.38596982732199,0.432,0.585,6.12537500246882e-239,L2,EML2
LOC105374558,3.61450161049591e-243,10.7078553961138,0.108,0.021,1.19954464947528e-238,L2,LOC105374558
LOC105371833,4.48806587536387e-243,-7.82188584014732,0.027,0.133,1.48945442205701e-238,L2,LOC105371833
TLK1,9.38300446556746e-243,-15.0972234157863,0.98,0.917,3.11393769198787e-238,L2,TLK1
PTPRE,1.32552922549771e-242,-4.71442585465178,0.867,0.903,4.39903384065926e-238,L2,PTPRE
WIPI1,1.34887826779276e-242,-0.622393821702382,0.098,0.24,4.47652230732382e-238,L2,WIPI1
SOAT1,2.64513501855756e-242,-0.831090117104081,0.167,0.325,8.77840958608696e-238,L2,SOAT1
VPS13D,4.03028646553718e-242,-29.9709740510386,0.926,0.941,1.33753116931782e-237,L2,VPS13D
SPAG9,4.78934282431118e-242,-24.2360309469197,0.867,0.914,1.58943920310415e-237,L2,SPAG9
DENND5B,4.81718886854615e-242,-38.4413383005992,0.959,0.974,1.59868046980441e-237,L2,DENND5B
LMCD1-AS1,5.33633598606009e-242,-1.10624604999602,0.245,0.407,1.77096982369376e-237,L2,LMCD1-AS1
ALDH1A1,5.34882160387467e-242,-0.552707946048929,0.015,0.111,1.77511342567789e-237,L2,ALDH1A1
ZNF124,6.85006050611021e-242,-11.9396127557109,0.207,0.366,2.2733295801628e-237,L2,ZNF124
MAPKAPK2,7.32821141334352e-242,-0.485500479393574,0.036,0.148,2.43201352174631e-237,L2,MAPKAPK2
HYDIN,1.68349624197522e-241,-1.00630663162844,0.765,0.603,5.58701897824317e-237,L2,HYDIN
LHX6,2.71096301545452e-241,-2.55953430126303,0.019,0.118,8.99687295938893e-237,L2,LHX6
FARP1,3.99647696043042e-241,-5.73081075168924,0.541,0.675,1.32631080885804e-236,L2,FARP1
LOC101927768,5.46757367051473e-241,-2.40624197994344,0.374,0.547,1.81452367403372e-236,L2,LOC101927768
LPGAT1,5.61191441251637e-241,16.3761278881951,0.737,0.828,1.86242603608181e-236,L2,LPGAT1
CAMKK2,6.87254206213271e-241,9.38352271423205,0.791,0.661,2.28079053415998e-236,L2,CAMKK2
FASTKD1,1.67961686779431e-240,-12.3037604739655,0.816,0.859,5.57414449914898e-236,L2,FASTKD1
AASS,3.4083919830156e-240,-0.770829987474068,0.035,0.147,1.13114304740339e-235,L2,AASS
RTTN,6.17053787035582e-240,-1.40031067094054,0.327,0.495,2.04781640303499e-235,L2,RTTN
DLGAP3,1.31645008845423e-239,0.57425390681214,0.704,0.548,4.36890290855306e-235,L2,DLGAP3
LOC101929278,4.53249218755699e-239,0.49015979311625,0.273,0.128,1.50419818228454e-234,L2,LOC101929278
FAM155A,6.12449233943109e-239,-272.618178980097,1,1,2.032535272687e-234,L2,FAM155A
SLC9A9,1.36617964155465e-238,-1.36784677830198,0.28,0.432,4.53394037642741e-234,L2,SLC9A9
KIZ,1.44503851837608e-238,-19.0257348583133,0.768,0.827,4.7956493309347e-234,L2,KIZ
PEBP1,1.46229583737966e-238,-18.2447953184284,0.752,0.837,4.85292119551188e-234,L2,PEBP1
TRPM4,2.75765824721475e-238,-0.455548928553578,0.059,0.183,9.1518404250316e-234,L2,TRPM4
WNK1,3.70991440269842e-238,-18.9047667657864,0.955,0.958,1.23120929282352e-233,L2,WNK1
AHNAK2,6.93266435437011e-238,-1.51045362644909,0.089,0.225,2.30074331928481e-233,L2,AHNAK2
LINC01476,8.14409763917763e-238,1.53422682739629,0.312,0.162,2.70278168351388e-233,L2,LINC01476
HMGCLL1,8.52114239720522e-238,-5.57136793087991,0.684,0.771,2.8279115273605e-233,L2,HMGCLL1
LOC101927359,1.31499897617045e-237,-3.98617768698036,0.482,0.626,4.36408710221687e-233,L2,LOC101927359
FRK,4.33290875793046e-237,-2.23420328841347,0.125,0.272,1.43796242949438e-232,L2,FRK
HHIP,6.07554597799717e-237,-8.51972337280058,0.223,0.382,2.01629144371792e-232,L2,HHIP
RASGRF2-AS1,7.76461288965042e-237,-1.50502225986486,0.209,0.083,2.57684207968828e-232,L2,RASGRF2-AS1
MOXD1,8.13929522776094e-237,-1.76979860210825,0.565,0.341,2.70118790723702e-232,L2,MOXD1
ASAP2,1.56486042834113e-236,-19.4954843608058,0.637,0.725,5.19330230353571e-232,L2,ASAP2
ZFAND4,1.95679157549661e-236,-0.821984484649635,0.039,0.152,6.49400420160061e-232,L2,ZFAND4
RMDN1,2.07467823357779e-236,-1.22767346866449,0.304,0.47,6.8852346537746e-232,L2,RMDN1
CRYAB,2.13205382591784e-236,-0.251873951733272,0.064,0.19,7.07564703207354e-232,L2,CRYAB
LOC101927078,2.14164446912832e-236,6.52811291758254,0.286,0.143,7.10747549969615e-232,L2,LOC101927078
COL5A3,2.62153055793795e-236,5.91435643240656,0.439,0.264,8.70007346262868e-232,L2,COL5A3
ACAP3,2.81646769677188e-236,3.01670369672727,0.759,0.625,9.34701134527683e-232,L2,ACAP3
LOC105377509,3.00227619820139e-236,3.17152713783871,0.465,0.284,9.96365401897094e-232,L2,LOC105377509
CBR4,6.81951468491529e-236,-4.99856691552223,0.692,0.795,2.26319233848284e-231,L2,CBR4
AAK1,8.59882592881928e-236,-30.8849003667367,0.974,0.983,2.85369236099725e-231,L2,AAK1
ME3,1.43815618494142e-235,-11.4288915987562,0.824,0.895,4.77280893096509e-231,L2,ME3
LOC105376214,1.7542392988961e-235,-14.5210946527274,0.058,0.179,5.8217939612465e-231,L2,LOC105376214
HECW2,1.75716205397714e-235,-19.3208531675769,0.984,0.987,5.83149370853393e-231,L2,HECW2
CCDC171,2.08767841460526e-235,-26.7438061994886,0.754,0.819,6.92837835455049e-231,L2,CCDC171
ADARB2,2.61456189936835e-235,150.367403849013,0.118,0.261,8.67694657543373e-231,L2,ADARB2
SMCHD1,2.73558226973394e-235,-0.806679075445205,0.853,0.912,9.07857687856603e-231,L2,SMCHD1
CLCN3,4.72057488289215e-235,-4.83477312361939,0.842,0.904,1.56661718638542e-230,L2,CLCN3
KCNN2,9.63657597706304e-235,-49.7755492811232,0.941,0.834,3.19809046950791e-230,L2,KCNN2
BPTF,1.00040416042663e-234,4.12115469349703,0.897,0.931,3.32004128720787e-230,L2,BPTF
WHSC1L1,1.54235380505747e-234,-10.0194257838608,0.964,0.975,5.11860957284421e-230,L2,WHSC1L1
DPF3,3.0698383850977e-234,7.39931005138645,0.386,0.219,1.01878726486238e-229,L2,DPF3
SOS2,3.26218941518873e-234,-4.5406118689886,0.747,0.835,1.08262280121868e-229,L2,SOS2
GOLGB1,5.767382681809e-234,-3.81722094036919,0.753,0.833,1.91402129061195e-229,L2,GOLGB1
ERBB4,2.10073945902259e-233,-Inf,0.4,0.521,6.97172404265825e-229,L2,ERBB4
BTNL9,2.39597770290989e-233,-7.75983699992601,0.016,0.11,7.95153120264706e-229,L2,BTNL9
ZNF493,2.40792558293921e-233,-6.5723478384379,0.722,0.789,7.99118263210036e-229,L2,ZNF493
SLC4A8,2.50747211778048e-233,-41.2418019860154,0.869,0.892,8.3215477172781e-229,L2,SLC4A8
PBRM1,3.30080653571471e-233,-4.63368027073936,0.768,0.849,1.09543866500764e-228,L2,PBRM1
C7orf73,4.20209654064152e-233,-0.708006428289856,0.156,0.31,1.3945497789427e-228,L2,C7orf73
ARHGEF11,4.33112142011324e-233,-11.9235094642705,0.84,0.892,1.43736926569298e-228,L2,ARHGEF11
MICAL2,4.55411042568097e-233,-26.1368896446081,0.914,0.909,1.51137262697074e-228,L2,MICAL2
KLHL32,5.44176031332215e-233,-50.1280417775807,0.932,0.815,1.80595699518222e-228,L2,KLHL32
PAG1,6.25223012221914e-233,-7.91660509436958,0.569,0.71,2.07492761066086e-228,L2,PAG1
LOC105374029,1.08944563014754e-232,-15.5241924009641,0.659,0.768,3.61554321277064e-228,L2,LOC105374029
MFF,1.20756889493376e-232,-12.5432329016415,0.832,0.877,4.00755889161668e-228,L2,MFF
RABGAP1L,1.67993681186715e-232,-24.1910672251775,0.993,0.995,5.5752062975435e-228,L2,RABGAP1L
TMTC4,2.71732993947857e-232,-4.78080637126701,0.094,0.229,9.01800287014754e-228,L2,TMTC4
STX7,3.01012982911718e-232,-4.45031557979663,0.666,0.774,9.98971786389119e-228,L2,STX7
COQ2,8.163330833203e-232,-1.21831652819868,0.168,0.322,2.70916460361508e-227,L2,COQ2
COX5B,8.96287733398799e-232,-1.92963753870253,0.387,0.544,2.97451010083059e-227,L2,COX5B
IDI1,9.254124322752e-232,-6.94625929223829,0.437,0.591,3.07116623899171e-227,L2,IDI1
EFNA5,1.09072866410952e-231,-49.3780226153926,0.979,0.972,3.61980121758028e-227,L2,EFNA5
ST8SIA3,1.16609812393075e-231,3.51272056222977,0.857,0.748,3.86992984388899e-227,L2,ST8SIA3
LOC105369345,1.20129910303504e-231,-6.96589602852507,0.017,0.112,3.98675133324237e-227,L2,LOC105369345
MICA,1.36385425625814e-231,-0.465940502698982,0.022,0.12,4.52622312024388e-227,L2,MICA
LOC102723658,2.17334058380221e-231,-1.27288346091299,0.181,0.335,7.21266539546439e-227,L2,LOC102723658
MSRB3,2.77355616399886e-231,-3.47569678817886,0.429,0.58,9.20460084146303e-227,L2,MSRB3
C5orf42,6.48230021147037e-231,-18.5507330579666,0.94,0.952,2.15128097118067e-226,L2,C5orf42
TRNAU1AP,6.56013916064663e-231,-6.20392824137874,0.393,0.549,2.1771133832438e-226,L2,TRNAU1AP
SMA4,1.20053414484783e-230,-7.90496686336014,0.933,0.955,3.98421266650648e-226,L2,SMA4
TET2,2.54463956599913e-230,-4.37705117371859,0.576,0.706,8.4448953276813e-226,L2,TET2
EBF4,2.94728701818412e-230,-0.432159962451199,0.019,0.116,9.78116142724763e-226,L2,EBF4
RNF180,4.48858192827527e-230,-5.56826866608404,0.817,0.875,1.48962568453671e-225,L2,RNF180
LOC101928818,5.19595440696328e-230,-1.21177897236028,0.037,0.146,1.7243813890389e-225,L2,LOC101928818
LOC105374013,7.54887745775866e-230,-3.2204140043613,0.449,0.599,2.50524596190637e-225,L2,LOC105374013
TRIM17,3.72523579648847e-229,0.452737640391441,0.264,0.125,1.23629400378063e-224,L2,TRIM17
MARCH2,3.84890624873989e-229,-0.881138389648161,0.194,0.352,1.27733651676931e-224,L2,MARCH2
LOC101927668,1.27572945079889e-228,18.2360911297968,0.295,0.149,4.23376332836628e-224,L2,LOC101927668
PPP3CA,1.44801755151172e-228,-26.9008122183369,0.998,0.995,4.80553584820195e-224,L2,PPP3CA
NCK2,2.43340168585072e-228,-14.9681186337164,0.574,0.678,8.0757301748328e-224,L2,NCK2
PDSS2,5.35186653735972e-228,-6.64200884879543,0.596,0.729,1.77612394775357e-223,L2,PDSS2
NRCAM,1.08287205174375e-227,-64.5708410293655,0.994,0.992,3.59372747812199e-223,L2,NRCAM
CRIM1,1.50725987217056e-227,-25.9472949259326,0.663,0.712,5.00214333777243e-223,L2,CRIM1
SYT14,2.02699151145014e-227,-20.8293641178526,0.949,0.964,6.72697672904957e-223,L2,SYT14
VWDE,2.22558939714768e-227,0.328348676191365,0.321,0.167,7.38606353231399e-223,L2,VWDE
LINC00882,5.66519638159762e-227,-8.6947809903554,0.752,0.832,1.8801087231608e-222,L2,LINC00882
PPFIBP1,8.07754053901585e-227,-19.3927902729498,0.965,0.787,2.68069337868319e-222,L2,PPFIBP1
SNX29,1.01110776451582e-226,-37.2779464973268,0.638,0.738,3.35556333809865e-222,L2,SNX29
AFAP1,1.6147141191525e-226,-1.88636963234569,0.455,0.596,5.35875174723141e-222,L2,AFAP1
NNT-AS1,2.01530096370137e-226,-3.84697928687072,0.369,0.523,6.68817930823572e-222,L2,NNT-AS1
HIP1,2.16207274904005e-226,-4.57940357539821,0.196,0.349,7.17527083223922e-222,L2,HIP1
DLGAP4,3.0378101339936e-226,-8.50342477626655,0.747,0.828,1.00815804916846e-221,L2,DLGAP4
ABHD6,4.53608646346946e-226,-2.39110139055364,0.47,0.61,1.50539101463161e-221,L2,ABHD6
SCGB2B2,1.12250924523217e-225,-6.10823294336925,0.385,0.539,3.72527143215199e-221,L2,SCGB2B2
