,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
ARHGAP18,0,7.47659442194562,0.616,0.056,0,L2,ARHGAP18
LPCAT2,9.72330223835831e-269,3.27410237092994,0.579,0.063,3.22687231384397e-264,L2,LPCAT2
LOC102723409,4.007520947586e-268,9.4067480663706,0.489,0.04,1.32997597687537e-263,L2,LOC102723409
LHFP,2.39779426129013e-265,21.171012263669,0.563,0.065,7.95755981494357e-261,L2,LHFP
SLC7A11,3.36619967022984e-265,27.1505059269957,0.431,0.028,1.11714068455918e-260,L2,SLC7A11
HCRTR2,3.82947802627437e-253,22.2231668712003,0.571,0.068,1.27088887257968e-248,L2,HCRTR2
ALCAM,3.59911058143123e-214,93.6169825919867,0.994,0.535,1.19443682865958e-209,L2,ALCAM
PPP1R1C,7.56621967298732e-210,5.78461220003638,0.465,0.051,2.5110013228743e-205,L2,PPP1R1C
COL11A1,1.33794857409687e-209,-2.53900752311173,0.513,0.069,4.44024993285528e-205,L2,COL11A1
SYT9,1.9477005877625e-206,4.52515540870592,0.457,0.05,6.46383394060739e-202,L2,SYT9
DPF3,7.91436373743753e-206,11.8463218357697,0.545,0.081,2.62653989354339e-201,L2,DPF3
LRRC63,1.24355806359116e-194,4.12835347903832,0.392,0.036,4.12699614563998e-190,L2,LRRC63
LOC105373642,3.53030351523761e-188,17.1037594706238,0.569,0.104,1.1716018276019e-183,L2,LOC105373642
CHRNA2,5.72584017225966e-187,3.291085473103,0.37,0.032,1.90023457796781e-182,L2,CHRNA2
DPYSL3,4.5222431891674e-180,3.4590276540493,0.481,0.07,1.50079684718899e-175,L2,DPYSL3
LOC646241,1.5226197726049e-179,3.63148841153522,0.416,0.048,5.05311823934388e-175,L2,LOC646241
LYPD1,3.33381944356817e-178,1.37188473681654,0.346,0.029,1.10639465873697e-173,L2,LYPD1
KCNG2,2.47354895619296e-176,33.0303884269823,0.473,0.072,8.20896692091759e-172,L2,KCNG2
NECAB1,1.00073376134909e-175,47.0039747564352,0.672,0.172,3.32113513378921e-171,L2,NECAB1
EDIL3,2.44123321650255e-174,32.022070529049,0.976,0.611,8.10172067560701e-170,L2,EDIL3
ABCB4,7.3823262142617e-170,1.49665104289807,0.223,0.007,2.44997260072703e-165,L2,ABCB4
LOC105373643,3.56908801924559e-169,3.83442461075548,0.423,0.054,1.18447324094704e-164,L2,LOC105373643
CDH8,5.95996283157503e-162,72.4950239421355,0.952,0.482,1.97793286491481e-157,L2,CDH8
NPR3,7.02955531309522e-161,4.97675860419459,0.37,0.041,2.33289852175691e-156,L2,NPR3
LOC105370456,2.53962565942308e-159,4.21523032983941,0.376,0.045,8.42825567592739e-155,L2,LOC105370456
ARPP21,2.1094956771884e-155,-14.1293146227031,0.773,0.257,7.00078330388515e-151,L2,ARPP21
LINC00923,9.74078495873964e-151,9.50410799541312,0.296,0.025,3.23267430425692e-146,L2,LINC00923
TP53I11,1.057822364633e-149,9.63692846185993,0.453,0.077,3.51059508150754e-145,L2,TP53I11
CASC6,4.21659389029329e-147,1.19473678158667,0.181,0.004,1.39936101437163e-142,L2,CASC6
CALB2,4.04651922127771e-146,7.14025102362482,0.439,0.074,1.34291833396543e-141,L2,CALB2
LOC100506497,1.59068865040801e-141,2.82204871046009,0.233,0.014,5.27901842410906e-137,L2,LOC100506497
LOC105377703,2.5860025764495e-141,19.0482460569469,0.334,0.038,8.58216675046295e-137,L2,LOC105377703
NCKAP5,6.07250232685133e-140,14.6749864249167,0.672,0.218,2.01528134721215e-135,L2,NCKAP5
TNS3,1.0480533154984e-139,4.337644827731,0.396,0.06,3.47817453814454e-135,L2,TNS3
IGF1,3.98663858059966e-138,69.5430870700964,0.966,0.622,1.32304574574361e-133,L2,IGF1
LOC105374016,2.18611943915683e-137,6.00282349536231,0.159,0.003,7.25507458272978e-133,L2,LOC105374016
LOC105375633,8.23453716721287e-137,2.6250585499153,0.288,0.027,2.73279584968293e-132,L2,LOC105375633
NRP2,1.6253073583169e-136,3.02829562625511,0.274,0.024,5.39390753004629e-132,L2,NRP2
FREM2,4.23562739708861e-135,54.2546782708,0.179,0.006,1.4056776642718e-130,L2,FREM2
NPY1R,4.94179985863513e-135,2.68842763445016,0.537,0.122,1.64003511908524e-130,L2,NPY1R
IGFBP5,1.8576033260568e-132,11.120546098439,0.292,0.03,6.16482815818471e-128,L2,IGFBP5
LOC101928923,2.92902895763881e-132,35.0866875243291,0.515,0.122,9.72056840171591e-128,L2,LOC101928923
PCSK5,4.01819105230951e-131,6.4552361814635,0.724,0.261,1.33351706452996e-126,L2,PCSK5
HGFAC,9.48889119851409e-130,1.46831641350677,0.356,0.05,3.14907832205087e-125,L2,HGFAC
KCNT2,3.02992302353033e-129,37.7598412152747,0.831,0.415,1.00554055381901e-124,L2,KCNT2
RUNX1T1,5.23208772143133e-129,-5.26575780026338,0.994,0.678,1.73637295211142e-124,L2,RUNX1T1
ONECUT2,4.25919225526185e-128,1.16586724360603,0.193,0.009,1.41349813375375e-123,L2,ONECUT2
EPS8,6.2696596429508e-128,32.039402330059,0.614,0.186,2.08071194570608e-123,L2,EPS8
LPPR1,2.67358658786731e-127,35.1288155255718,0.853,0.421,8.87283180915525e-123,L2,LPPR1
USP43,6.15890452260662e-125,3.0041735471615,0.286,0.031,2.04395564391746e-120,L2,USP43
UTRN,2.96416679118822e-124,-29.9785142498592,0.207,0.761,9.83718032991633e-120,L2,UTRN
LOC105371009,1.26219133608176e-123,1.27269795733859,0.187,0.009,4.18883438705455e-119,L2,LOC105371009
FAM160A1,1.69226402436148e-121,12.2896420820588,0.26,0.026,5.61611661764843e-117,L2,FAM160A1
DPP10,5.96864539768588e-121,-Inf,0.475,0.883,1.98081434813001e-116,L2,DPP10
PLXNA4,2.15095775159102e-119,-9.30163890276327,0.988,0.629,7.1383834902051e-115,L2,PLXNA4
NRXN1,1.38619392813881e-118,205.086346434131,1,0.975,4.60036178931426e-114,L2,NRXN1
LOC102546299,5.84383451155904e-117,16.6163385503614,0.316,0.044,1.9393933593511e-112,L2,LOC102546299
INHBA-AS1,6.78339256060711e-117,4.03398394974699,0.473,0.104,2.25120448908868e-112,L2,INHBA-AS1
LOC101927314,3.39094080782938e-116,14.1685823922342,0.547,0.157,1.12535152589434e-111,L2,LOC101927314
ADRA1B,1.2773233809148e-115,-2.99270469912022,0.596,0.193,4.23905310424194e-111,L2,ADRA1B
LOC101927335,1.03860863896563e-114,36.371275677392,0.6,0.204,3.44683049013522e-110,L2,LOC101927335
LOC105374354,1.25214577347551e-114,1.66739743581975,0.332,0.05,4.15549617843317e-110,L2,LOC105374354
FAM126A,6.08884696960117e-114,5.27450497866463,0.457,0.106,2.02070564380154e-109,L2,FAM126A
KCND3,1.35136264954243e-113,17.881462280639,0.895,0.624,4.48476722503648e-109,L2,KCND3
KCTD12,4.64109302738516e-112,2.07240811449456,0.392,0.074,1.54023954299831e-107,L2,KCTD12
TCF12,6.13425813126415e-112,21.8629067135823,0.988,0.95,2.03577624602263e-107,L2,TCF12
ZEB2,1.54545279205464e-111,28.583069141057,0.994,0.952,5.12889418099174e-107,L2,ZEB2
FGD5,1.70941929438196e-111,2.10689972912432,0.37,0.065,5.6730498122654e-107,L2,FGD5
LINC01170,2.57507368442074e-111,11.5484355038768,0.276,0.034,8.54589703648712e-107,L2,LINC01170
LARGE,4.86656406576135e-110,56.5812895365565,0.982,0.901,1.61506661650422e-105,L2,LARGE
RGS12,3.05016500123404e-109,30.9722182162559,0.813,0.556,1.01225825895954e-104,L2,RGS12
LOC105369826,2.0141669573205e-108,1.00239986724131,0.199,0.014,6.68441588125955e-104,L2,LOC105369826
GSG1L,1.02708024633337e-106,12.3711405230857,0.382,0.075,3.40857121350655e-102,L2,GSG1L
LOC101928278,7.63228968214623e-106,23.8486866143842,0.525,0.151,2.53292797681387e-101,L2,LOC101928278
GNG2,9.18645050712238e-106,27.0257730654464,0.777,0.356,3.04870732979871e-101,L2,GNG2
LOC105373766,2.31984733133518e-105,4.50769820936706,0.419,0.089,7.69887733850206e-101,L2,LOC105373766
GABRG1,3.84782744588361e-105,20.2413213683007,0.429,0.097,1.27697849446539e-100,L2,GABRG1
FAM162B,4.63561953487443e-105,1.57892918134063,0.336,0.056,1.53842305503878e-100,L2,FAM162B
ARHGAP24,8.12575634684719e-104,8.71083996850878,0.545,0.174,2.69669475882818e-99,L2,ARHGAP24
DMD,3.25498549367196e-102,-6.91905516888923,0.994,0.946,1.08023203578491e-97,L2,DMD
IGFBP7,7.44540449947043e-102,33.9148409623457,0.179,0.012,2.47090639123925e-97,L2,IGFBP7
CILP2,3.24010745505644e-101,1.8723937715591,0.141,0.005,1.07529446110958e-96,L2,CILP2
LOC105374018,4.10492992153036e-101,0.424702910957227,0.101,0,1.36230309305828e-96,L2,LOC105374018
ARSJ,1.07504178626081e-99,1.12870703942802,0.195,0.016,3.56774117606375e-95,L2,ARSJ
PLS3,1.14850318072152e-99,14.8059203399827,0.791,0.378,3.8115375058605e-95,L2,PLS3
GRID2,1.7302406806438e-98,-177.154857311697,0.944,0.606,5.74214974685258e-94,L2,GRID2
ASIC2,1.75037938188825e-98,-45.8660076757925,0.998,0.836,5.80898405467254e-94,L2,ASIC2
SYTL2,4.97311235317922e-98,3.33774352725174,0.678,0.295,1.65042679664959e-93,L2,SYTL2
POU3F2,7.63920419678308e-97,2.24049320073566,0.191,0.016,2.5352226967864e-92,L2,POU3F2
DLG2,9.13048113922795e-97,13.2744310694861,1,0.998,3.03013277567558e-92,L2,DLG2
SFMBT2,1.75514591250512e-96,-11.6319568688685,0.223,0.707,5.82480273983075e-92,L2,SFMBT2
GPRIN3,1.49916160810454e-95,3.36598627207304,0.608,0.222,4.97526762881654e-91,L2,GPRIN3
LOC105369942,1.82678254066601e-94,17.4762845492138,0.634,0.235,6.0625432177083e-90,L2,LOC105369942
ADARB2,3.35326240887195e-94,153.036303139272,0.803,0.455,1.11284719563233e-89,L2,ADARB2
NPAS3,7.74279940482593e-94,86.8556399469068,1,0.967,2.56960283847958e-89,L2,NPAS3
CNR1,1.16320662584166e-93,209.667657380899,0.835,0.546,3.86033382918072e-89,L2,CNR1
CPNE8,1.06306785739512e-92,14.9616318466197,0.465,0.129,3.52800329833717e-88,L2,CPNE8
NOTCH2,1.3568643108196e-92,3.60098484467615,0.455,0.125,4.50302558831702e-88,L2,NOTCH2
KCNIP1,4.06998801510218e-92,23.547369134084,0.932,0.568,1.35070692257196e-87,L2,KCNIP1
MLIP,1.25941736289485e-91,7.39238749951981,0.272,0.043,4.17962840223913e-87,L2,MLIP
CACNA1D,6.50619413615858e-91,56.5513963427694,0.99,0.957,2.15921064796695e-86,L2,CACNA1D
SH3D19,3.33844745461564e-90,34.530569073301,0.602,0.225,1.10793055676329e-85,L2,SH3D19
LINC01060,4.11461443413429e-90,-1.50517293584095,0.515,0.151,1.36551709225615e-85,L2,LINC01060
RGMA,6.87206387516305e-90,0.671045104361143,0.207,0.022,2.28063183825036e-85,L2,RGMA
PTPRM,7.16431681191591e-90,-34.01071406118,0.922,0.984,2.37762182037053e-85,L2,PTPRM
LOC105369159,3.16338165141968e-89,5.26183779252351,0.7,0.332,1.04983146865665e-84,L2,LOC105369159
PDE4B,3.63794430241896e-89,-7.91049638045652,0.827,0.585,1.20732457564378e-84,L2,PDE4B
LOC101928250,3.6473913417645e-89,3.04385984831453,0.34,0.068,1.21045976459139e-84,L2,LOC101928250
SDC2,6.99483675888657e-89,3.61593066732058,0.557,0.192,2.32137647517169e-84,L2,SDC2
GRM5,1.28430977774832e-88,-105.172062318979,0.606,0.959,4.26223885941334e-84,L2,GRM5
DPP6,2.62466718162489e-88,-71.8408229903274,1,0.978,8.71048297565853e-84,L2,DPP6
PDE11A,2.91350497962861e-88,2.94404013169797,0.342,0.07,9.66904897589347e-84,L2,PDE11A
SEZ6L,5.05536523999702e-88,1.80475607704273,0.893,0.674,1.67772406219781e-83,L2,SEZ6L
ENTPD3,5.21917918972183e-88,12.7413249864176,0.926,0.693,1.73208899769298e-83,L2,ENTPD3
TRAF5,6.43706820837156e-88,2.43701337104246,0.477,0.14,2.13626982631227e-83,L2,TRAF5
LOC102724109,8.08618533029188e-88,13.4620174506135,0.388,0.093,2.68356232556397e-83,L2,LOC102724109
LINC01013,1.20151079560641e-87,1.30542778841638,0.249,0.035,3.987453877379e-83,L2,LINC01013
NECAB2,1.63379123499542e-87,6.68114061511235,0.65,0.266,5.42206297157929e-83,L2,NECAB2
LOC102723503,7.65212903951977e-87,0.947388646616931,0.157,0.011,2.53951206434543e-82,L2,LOC102723503
STK32B,1.30545685653799e-86,3.54100500879949,0.254,0.038,4.33241966979263e-82,L2,STK32B
SCML4,1.66663109932626e-86,1.9644521094084,0.205,0.023,5.53104862933406e-82,L2,SCML4
LINC00836,2.29307289410045e-86,3.87864783814811,0.32,0.063,7.61002101365115e-82,L2,LINC00836
LINC00639,5.87688895697355e-86,2.84128913361149,0.153,0.01,1.95036313815081e-81,L2,LINC00639
RBFOX1,1.54643913199793e-85,-452.712979368121,0.926,0.99,5.13216754736152e-81,L2,RBFOX1
OLFM3,1.88903521068501e-85,19.5265746882948,0.72,0.439,6.26914115370034e-81,L2,OLFM3
LOC101929771,2.27971370449315e-85,0.554534841121849,0.103,0.002,7.56568587110143e-81,L2,LOC101929771
HTR1F,2.99039150747855e-85,3.15010137840552,0.592,0.22,9.92421229586908e-81,L2,HTR1F
LOC101928842,5.12206329052847e-85,2.14764463243922,0.354,0.078,1.69985914422768e-80,L2,LOC101928842
IFI44,5.228959908731e-85,0.753999728459641,0.161,0.012,1.73533492491056e-80,L2,IFI44
ROBO1,8.51785858294844e-85,45.0173036863976,0.998,0.824,2.8268217279231e-80,L2,ROBO1
HEPH,8.93804324913535e-85,0.768641468221859,0.125,0.005,2.96626841309055e-80,L2,HEPH
KCNQ5,1.05624935471992e-84,120.210389219087,0.992,0.975,3.50537473350901e-80,L2,KCNQ5
LRRC3B,1.65395411437361e-83,-9.57665224739393,0.571,0.191,5.4889775193717e-79,L2,LRRC3B
ANKRD30B,1.874881650986e-83,-0.734586130132444,0.63,0.245,6.22216973512724e-79,L2,ANKRD30B
CLDN11,2.48483566818944e-83,1.36697217843538,0.245,0.036,8.24642413202029e-79,L2,CLDN11
CAMK2D,4.73479727323272e-83,9.39813031851267,0.974,0.837,1.57133717106774e-78,L2,CAMK2D
TOX3,9.95672964256949e-83,-31.1388626228504,0.252,0.729,3.30433986647954e-78,L2,TOX3
SYNPR,1.9388524229467e-82,2.79211719453913,0.877,0.476,6.43446953603323e-78,L2,SYNPR
SP8,1.18390308378232e-81,0.782871570861118,0.316,0.061,3.9290191641484e-77,L2,SP8
ARHGAP28,1.41074163935816e-81,17.7222212547001,0.539,0.199,4.68182827853794e-77,L2,ARHGAP28
ANGPT1,1.90870172512061e-80,-9.24581551730734,0.565,0.203,6.33440841515778e-76,L2,ANGPT1
SHISA6,6.26794377771346e-80,7.53682234899392,0.799,0.529,2.08014250150977e-75,L2,SHISA6
AK5,1.11762234902502e-79,29.2014145031991,0.889,0.65,3.70905328970934e-75,L2,AK5
PPFIBP1,1.40968969120221e-79,7.43958465392623,0.753,0.368,4.67833717819277e-75,L2,PPFIBP1
VIP,2.51605646709049e-79,-37.4008427586856,0.29,0.052,8.35003659733322e-75,L2,VIP
PHYHIPL,6.58988279040231e-79,6.11712056581865,0.954,0.82,2.18698440165082e-74,L2,PHYHIPL
KCTD8,1.06564501355377e-78,-50.1442831968537,0.682,0.92,3.53655610648089e-74,L2,KCTD8
PTPRE,2.3431814545718e-78,0.946228262440204,0.96,0.804,7.77631629328743e-74,L2,PTPRE
ENHO,4.56546154891356e-78,2.42550984401162,0.533,0.198,1.51513972423794e-73,L2,ENHO
LOC101927115,1.19249791615314e-77,4.43958451671126,0.366,0.09,3.95754283433742e-73,L2,LOC101927115
SCN3A,1.39131072688622e-77,8.28495828150683,0.924,0.731,4.61734290931729e-73,L2,SCN3A
TIMP2,1.5960815697727e-77,10.1244267749658,0.895,0.686,5.29691590560467e-73,L2,TIMP2
SHISA9,1.7207334008511e-77,81.0846700859758,1,0.816,5.71059793740455e-73,L2,SHISA9
TRPM3,2.3455527211425e-77,59.4347595803568,0.744,0.367,7.78418581565561e-73,L2,TRPM3
GABRA2,3.86093107396463e-77,33.8018336541519,0.877,0.636,1.28132719551664e-72,L2,GABRA2
CPE,2.74539403974782e-76,-6.11566386881731,0.924,0.7,9.11113919971108e-72,L2,CPE
BRINP1,3.3863566392569e-76,-22.586721246367,0.926,0.703,1.12383017787019e-71,L2,BRINP1
NCAM1,6.10255713979602e-76,13.2780600142534,0.992,0.974,2.02525563798411e-71,L2,NCAM1
CNKSR2,7.16442575596413e-76,5.21826084975035,0.94,0.741,2.37765797563182e-71,L2,CNKSR2
HIPK2,1.06736892525903e-75,3.76401693987365,0.692,0.347,3.54227725225713e-71,L2,HIPK2
LRP1B,1.17821721071602e-75,-110.767568567847,1,0.943,3.91014945720325e-71,L2,LRP1B
NR1H4,2.10816817583027e-75,12.2147936760705,0.161,0.016,6.99637772512792e-71,L2,NR1H4
MIR181A1HG,3.24910329854819e-75,-38.6542310461554,0.499,0.852,1.07827991168919e-70,L2,MIR181A1HG
GULP1,1.21741427809404e-74,-31.6391239573199,0.493,0.154,4.0402327647107e-70,L2,GULP1
CHRNA7,1.32181921449783e-74,-8.08217661490783,0.678,0.286,4.38672142715393e-70,L2,CHRNA7
CAMK4,2.07732934777917e-74,70.9850659095777,0.924,0.675,6.89403290647472e-70,L2,CAMK4
CPQ,5.64553993208987e-74,5.74830102552514,0.678,0.317,1.87358533726267e-69,L2,CPQ
LINC01162,1.32255699262047e-73,70.0646411100495,0.189,0.024,4.38916989140956e-69,L2,LINC01162
ACTN2,1.72039269062229e-73,2.10280086908424,0.34,0.082,5.7094672223682e-69,L2,ACTN2
PLCB4,2.04857714067242e-73,40.85292226011,0.873,0.733,6.79861295674956e-69,L2,PLCB4
TUBA1C,2.35797008827675e-73,1.61756784656736,0.209,0.03,7.82539533196405e-69,L2,TUBA1C
NIPAL2,2.62999257507518e-73,3.60430333788174,0.594,0.241,8.728156358902e-69,L2,NIPAL2
CCDC141,3.68351701166483e-73,1.05087250609024,0.245,0.041,1.22244879066121e-68,L2,CCDC141
ERICH1-AS1,6.54361745750732e-73,1.61235265996451,0.825,0.512,2.17163032562295e-68,L2,ERICH1-AS1
ADRA1A,8.06516301483772e-73,3.29662427600139,0.909,0.495,2.6765856497342e-68,L2,ADRA1A
SYT6,1.89032139473745e-72,6.87402264999736,0.175,0.02,6.27340961271519e-68,L2,SYT6
OLFM1,2.01446695881112e-72,0.411173407697108,0.845,0.551,6.68541149620648e-68,L2,OLFM1
GALNTL6,4.26061935498179e-72,180.630627471245,0.873,0.762,1.41397174533781e-67,L2,GALNTL6
CACHD1,1.08576909407681e-71,5.3397042180131,0.34,0.086,3.60334189251271e-67,L2,CACHD1
KIAA1456,7.247225021838e-71,3.36853208656034,0.869,0.697,2.40513656799738e-66,L2,KIAA1456
LRRC7,1.24640685463412e-70,-1.24589281636221,0.996,0.868,4.13645042847424e-66,L2,LRRC7
ARHGAP21,1.72263472702997e-70,18.2206761274174,0.958,0.865,5.71690786859435e-66,L2,ARHGAP21
SVEP1,1.98750850070672e-70,29.5443867131549,0.473,0.166,6.59594446129538e-66,L2,SVEP1
CNTNAP4,2.92461601819755e-70,7.07767110441539,0.946,0.623,9.7059231795922e-66,L2,CNTNAP4
LIX1,2.94932972565607e-70,0.682635341973282,0.171,0.019,9.7879405605348e-66,L2,LIX1
GPHN,6.52814168070901e-70,13.1823683405514,1,0.996,2.1664943795769e-65,L2,GPHN
EFNA5,9.3603275515509e-70,-108.78303527348,0.694,0.881,3.1064119045332e-65,L2,EFNA5
CYYR1,1.09544622847627e-69,0.987999008262659,0.272,0.054,3.63545739844419e-65,L2,CYYR1
MSRA,4.13954680223863e-69,7.8155466342206,0.986,0.906,1.37379139725893e-64,L2,MSRA
GALNT13,1.52140884521864e-68,4.22065723421957,0.913,0.773,5.04909953462711e-64,L2,GALNT13
LOC105373657,4.62644465990447e-68,6.24189219893997,0.7,0.372,1.5353781892825e-63,L2,LOC105373657
DOCK8,5.1309141921632e-68,14.5900187686822,0.217,0.036,1.7027964929532e-63,L2,DOCK8
NFIB,1.12648093635814e-67,20.4897450417632,0.789,0.454,3.73845228349175e-63,L2,NFIB
TRIM55,1.84525559034532e-67,3.17293345467027,0.173,0.021,6.12384972767903e-63,L2,TRIM55
SCN7A,2.15585418605058e-67,1.64634044580904,0.602,0.275,7.15463328724606e-63,L2,SCN7A
KMO,4.42758742157646e-67,4.37936579169721,0.421,0.14,1.46938343759858e-62,L2,KMO
LINC01470,4.68733600301703e-67,10.8205048526181,0.394,0.121,1.55558619932126e-62,L2,LINC01470
PDE7B,8.87768795636538e-67,10.3343401239306,0.672,0.379,2.94623830207898e-62,L2,PDE7B
TMEM100,1.25216028158239e-66,0.729514845853492,0.127,0.01,4.15554432648747e-62,L2,TMEM100
NALCN,3.92150428474821e-66,3.41372990163044,0.986,0.945,1.30142962697939e-61,L2,NALCN
TBL1X,5.05242138307383e-65,9.48811499296165,0.334,0.088,1.67674708440071e-60,L2,TBL1X
MYT1L,8.54992236805299e-65,2.75121411149154,0.998,0.991,2.83746273628575e-60,L2,MYT1L
TMEFF2,3.11837738986937e-64,-48.2045707403795,0.96,0.774,1.03489590437595e-59,L2,TMEFF2
EDNRA,4.16446184736813e-64,3.51530915285676,0.455,0.155,1.38205995328606e-59,L2,EDNRA
HIF3A,4.33542727160706e-64,0.452949073031951,0.266,0.056,1.43879824862823e-59,L2,HIF3A
MAPK4,7.00744180884988e-64,9.47171322550578,0.61,0.277,2.32555971310301e-59,L2,MAPK4
LOC100996763,8.01385002061571e-64,1.17068024789625,0.247,0.049,2.65955640634174e-59,L2,LOC100996763
KCNK2,1.09018455837683e-63,4.11486029022923,0.479,0.173,3.61799549388518e-59,L2,KCNK2
EPHA3,1.68322513663336e-63,-56.3904613667843,0.121,0.509,5.58611926094513e-59,L2,EPHA3
VIPR2,1.92845547023288e-63,7.91965567217522,0.187,0.027,6.39996516906186e-59,L2,VIPR2
COL12A1,2.48216457497837e-63,-8.23351942477806,0.529,0.2,8.23755957498071e-59,L2,COL12A1
MAN1A2,1.02457153966896e-62,4.36193375266964,0.972,0.899,3.40024556869936e-58,L2,MAN1A2
RGS10,1.09792229293845e-62,2.17685242821436,0.159,0.02,3.64367471357483e-58,L2,RGS10
SNX29P2,1.43496021294034e-62,1.3964789927191,0.336,0.09,4.76220245868511e-58,L2,SNX29P2
WWP1,3.42416120198514e-62,4.14957265875313,0.926,0.741,1.13637637810281e-57,L2,WWP1
ANKRD30BL,5.87310488823427e-62,4.21053070645759,0.911,0.664,1.94910731925831e-57,L2,ANKRD30BL
LOC105373667,1.04422659540407e-61,6.96047235751361,0.147,0.016,3.46547480216749e-57,L2,LOC105373667
SAMD5,1.10833737281724e-61,-74.5458458528444,0.364,0.693,3.67823923916858e-57,L2,SAMD5
COL9A1,1.55757472272917e-61,11.0959556717795,0.191,0.03,5.16912323232128e-57,L2,COL9A1
DLGAP1,2.84352036124953e-61,-379.135048377506,0.998,1,9.43679102287882e-57,L2,DLGAP1
CALB1,3.15773751438389e-61,3.16502658520775,0.117,0.009,1.04795834889858e-56,L2,CALB1
CCK,3.7524920352325e-61,-0.883196853062159,0.722,0.41,1.24533953173261e-56,L2,CCK
LRGUK,6.07751583044434e-61,1.83256686019997,0.449,0.157,2.01694517864956e-56,L2,LRGUK
QKI,8.0205771486079e-61,-9.35307805152361,0.992,0.983,2.6617889383085e-56,L2,QKI
NR2F2-AS1,1.0678818556948e-60,24.5318691289056,0.684,0.404,3.54397951449433e-56,L2,NR2F2-AS1
RAPGEF5,1.15750237596143e-60,-24.8607876133389,0.519,0.816,3.84140313510319e-56,L2,RAPGEF5
DRD2,1.16155829594821e-60,0.446916241256943,0.133,0.013,3.85486351676333e-56,L2,DRD2
SSTR1,3.6969448193593e-60,1.55356513520554,0.328,0.088,1.22690507720077e-55,L2,SSTR1
NRG3,7.73291010922918e-60,180.192300773666,1,0.999,2.56632087794989e-55,L2,NRG3
PCDH15,1.25987526420743e-59,-51.0989619487008,0.334,0.662,4.18114803932521e-55,L2,PCDH15
GYG2,1.48953327752467e-59,0.807338756561376,0.217,0.04,4.94331408812111e-55,L2,GYG2
TNIK,6.62652626019239e-59,-14.3117506437575,0.988,0.908,2.19914526997005e-54,L2,TNIK
CACNA1A,6.72862593740309e-59,-32.8881663065491,0.744,0.948,2.23302908984596e-54,L2,CACNA1A
BCL11B,9.01770126715287e-59,-18.2111308682905,0.344,0.704,2.99270451953002e-54,L2,BCL11B
ATP1B1,9.31782123757173e-59,-220.429389359054,0.992,0.988,3.09230533411293e-54,L2,ATP1B1
LINC01322,1.42818103900979e-58,8.20090030295299,0.835,0.56,4.73970441416177e-54,L2,LINC01322
BCAR3,2.50758832957296e-58,2.13127805498965,0.449,0.169,8.32193338935377e-54,L2,BCAR3
SYT17,3.08251817635661e-58,2.37952396250288,0.598,0.281,1.02299530718747e-53,L2,SYT17
LMF1,3.76018826838986e-58,3.39593684608939,0.646,0.355,1.24789368063054e-53,L2,LMF1
FAM19A2,5.27206132770476e-58,192.146001809,0.986,0.637,1.74963899282538e-53,L2,FAM19A2
DCC,7.05331951544281e-58,-53.0549918504693,0.877,0.636,2.34078514759001e-53,L2,DCC
SLCO1C1,1.58278280904693e-57,7.4155416320942,0.131,0.014,5.25278130838403e-53,L2,SLCO1C1
PDE3A,1.80829087594529e-57,54.6676602095132,0.545,0.27,6.00117492999963e-53,L2,PDE3A
FBXW7,2.86306178826881e-57,4.52164920370976,0.956,0.849,9.5016431567277e-53,L2,FBXW7
MSMO1,3.2001161616342e-57,3.59855266035003,0.519,0.228,1.06202255056154e-52,L2,MSMO1
LIMCH1,3.9186126314519e-57,6.45145832015394,0.992,0.936,1.30046997399994e-52,L2,LIMCH1
LOC101927286,4.81195009966122e-57,2.77970479641197,0.27,0.065,1.59694187957457e-52,L2,LOC101927286
PRKG1,5.91067785349306e-57,-104.103900480035,0.278,0.652,1.96157665923874e-52,L2,PRKG1
TCF4,7.0826150343029e-57,-63.1848985222198,1,0.997,2.3505074514341e-52,L2,TCF4
CACNG4,2.22514309138722e-56,1.15183313098364,0.499,0.198,7.38458237738678e-52,L2,CACNG4
NXPH1,5.18373488433541e-56,-61.5558203055501,0.431,0.885,1.72032609606439e-51,L2,NXPH1
STARD4,6.58181249876203e-56,1.77393868956265,0.523,0.223,2.18430611396415e-51,L2,STARD4
CPNE2,8.80734059641865e-56,0.720891844383561,0.199,0.036,2.92289212373346e-51,L2,CPNE2
GAS2L3,1.17200367536037e-55,2.18325249652964,0.254,0.059,3.88952859741846e-51,L2,GAS2L3
LRRC39,1.30520814015813e-55,19.9174749891452,0.795,0.629,4.33159425474278e-51,L2,LRRC39
PBX1,1.36836826071319e-55,-11.8861522844391,0.807,0.93,4.54120374682886e-51,L2,PBX1
NRXN3,1.66043004209539e-55,379.722544313563,1,0.999,5.51046918070196e-51,L2,NRXN3
ZFHX3,3.50856904522411e-55,3.82083356219136,0.314,0.088,1.16438880903852e-50,L2,ZFHX3
FKBP5,5.54954566216691e-55,3.99757931334761,0.195,0.036,1.84172771890333e-50,L2,FKBP5
TIAM2,1.00319809532122e-54,4.1289982125494,0.531,0.24,3.32931351894254e-50,L2,TIAM2
SPATS2L,1.59889731695868e-54,-30.7822578198926,0.559,0.791,5.30626052579076e-50,L2,SPATS2L
GLRA1,2.7803956130263e-54,1.21453511053669,0.235,0.051,9.22729892095037e-50,L2,GLRA1
